track_name,artist,genre,release_year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_ms,popularity
Dreams Rush Night,Marshmello,electronic,2016,0.6664,0.7691,0.4826,0.1182,0.0258,0.0524,129.0,-4.5,242225,58
Stars,Kendrick Lamar,hip-hop,2011,0.7749,0.6654,0.2206,0.2031,0.0312,0.1041,98.0,-8.1,185878,50
Gold,Alicia Keys,r&b,1999,0.7174,0.4453,0.4577,0.2138,0.0798,0.1246,94.7,-8.4,183893,67
Electric,Summer Walker,r&b,2020,0.4766,0.5984,0.4772,0.0,0.0486,0.0784,144.5,-3.3,182978,57
Neon,Justin Bieber,pop,2016,0.5402,0.7999,0.264,0.333,0.0,0.1439,130.2,-4.3,209487,52
Heart,Ozuna,latin,2001,0.8595,0.6654,0.56,0.2337,0.0286,0.0438,72.4,-2.6,201143,58
Found Stars,Muse,rock,2020,0.3111,1.0,0.361,0.1856,0.0624,0.0856,112.5,-3.0,237855,65
Neon,Rauw Alejandro,latin,2021,0.8856,0.6033,0.5774,0.0,0.02,0.0923,146.2,-5.4,204538,66
Shine Storm Midnight,Kamasi Washington,jazz,2021,0.4998,0.6194,0.2967,0.3368,0.4723,0.0609,90.0,-5.9,243458,36
Storm Fall Pulse,Luke Combs,country,2024,0.6273,0.413,0.5636,0.4765,0.0,0.0465,143.2,-6.2,273151,44
Shadow Electric,Alicia Keys,r&b,2010,0.7519,0.5806,0.6347,0.3281,0.0325,0.096,96.8,-8.8,179977,53
Neon Echo,Calvin Harris,electronic,1999,0.7033,0.8177,0.4516,0.0735,0.0942,0.0273,137.4,-2.2,193221,71
Gone,Ariana Grande,pop,2005,0.6639,0.7547,0.5254,0.1208,0.0204,0.1254,121.7,-8.1,261126,68
Glow Dreams Home,Carrie Underwood,country,1996,0.5905,0.5618,0.6764,0.2105,0.0031,0.0525,95.8,-6.7,145592,56
Fire Night,Coldplay,rock,1993,0.4974,1.0,0.5827,0.0,0.0568,0.1176,123.5,-5.5,163554,52
Night,Marshmello,electronic,2016,0.7545,0.7359,0.2356,0.0516,0.1801,0.0762,113.0,-6.8,140388,66
Silver,Red Hot Chili Peppers,rock,2014,0.5381,0.5468,0.293,0.2931,0.0,0.0313,122.2,-6.3,153603,33
Fire Shadow Home,Olivia Rodrigo,pop,2020,0.4944,0.6697,0.5189,0.1571,0.0129,0.1281,121.2,-4.1,226737,51
Red,Summer Walker,r&b,2000,0.7008,0.7315,0.5448,0.2224,0.0033,0.0964,121.8,-6.1,220009,42
Fall High,Taylor Swift,pop,2009,0.7427,0.7086,0.3417,0.0312,0.0308,0.1011,118.4,-4.7,233829,60
Electric Shadow Fever,Shakira,latin,2006,1.0,0.7775,0.9375,0.177,0.0502,0.0,148.0,-6.7,242800,72
Heart,Megan Thee Stallion,hip-hop,2000,0.8274,0.7278,0.3913,0.3116,0.0106,0.1997,127.1,-7.9,209425,48
Pulse Silver Heart,Ed Sheeran,pop,2019,0.4925,0.6057,0.2053,0.1814,0.011,0.0799,122.0,-3.6,120000,32
Fever,David Guetta,electronic,2024,0.9618,0.8505,0.0373,0.0,0.0,0.0603,135.7,-3.8,238287,76
Rain Echo,Olivia Rodrigo,pop,2011,0.5815,0.8614,0.7301,0.0,0.0067,0.1218,95.9,-5.9,130853,60
Free Red,Coldplay,rock,2016,0.7798,0.7441,0.0,0.0,0.0142,0.0,135.0,-3.7,244079,49
Rise Electric,Rosalía,latin,2024,0.8876,1.0,0.407,0.3302,0.0552,0.0184,123.1,-5.4,239375,77
Shadow Sunset High,Olivia Rodrigo,pop,1993,0.8944,0.6243,0.7489,0.0876,0.0072,0.1041,130.3,-5.1,241945,69
Neon Rush,Gregory Porter,jazz,2005,0.3306,0.2244,0.2754,0.6016,0.1304,0.0232,147.1,-6.3,120000,29
Love Wild,Olivia Rodrigo,pop,2005,0.5502,0.6142,0.5313,0.0,0.0621,0.0999,102.4,-2.4,238437,63
Night,Coldplay,rock,2010,0.3784,0.9372,0.5919,0.1803,0.0885,0.0533,141.7,-5.7,210959,63
Love Fire Night,Maluma,latin,2015,0.8189,0.7236,0.7203,0.172,0.0,0.0676,116.7,-7.9,242103,74
Fall High Shine,Lil Nas X,hip-hop,2008,0.8002,0.8874,0.5343,0.1826,0.0226,0.2361,93.3,-7.4,120000,68
Low Light Midnight,Ariana Grande,pop,2006,0.8169,0.5197,0.7789,0.3447,0.0,0.1029,111.2,-0.1,209247,52
Light Low Love,J. Cole,hip-hop,2015,0.6506,0.8026,0.3201,0.1066,0.0,0.1816,179.5,-7.5,203033,61
Wild Sunset,The Killers,rock,2011,0.3135,0.6514,0.8801,0.0824,0.0,0.059,113.0,-5.0,249774,69
Shadow,Norah Jones,jazz,2017,0.3163,0.0,0.7015,1.0,0.0,0.0,134.6,-4.6,176124,55
Crystal Dreams,J. Cole,hip-hop,1990,0.6827,0.5659,0.2729,0.0,0.0215,0.2288,114.7,-7.2,209329,25
Dance Lost Rise,Chris Stapleton,country,1991,0.6388,0.6945,0.4921,0.5614,0.0022,0.0053,128.1,-3.9,225787,56
Neon,Mac DeMarco,indie,2006,0.6454,0.6484,0.0567,0.4193,0.1161,0.0134,103.9,-1.9,251070,41
Red Home,Cardi B,hip-hop,2010,0.7648,0.7718,0.3946,0.0687,0.0211,0.2356,103.4,-5.6,264696,91
Midnight,Fleet Foxes,indie,1998,0.5036,0.6485,0.6624,0.4053,0.1125,0.0539,135.5,-7.7,189245,41
Dreams Break,Travis Scott,hip-hop,2002,0.8973,0.7422,0.6425,0.0,0.0075,0.0487,174.6,-5.0,247246,66
Glow,Lang Lang,classical,2000,0.5255,0.4692,0.4584,0.9254,0.8198,0.053,81.9,-6.3,247365,49
Red,Justin Bieber,pop,2005,0.8211,0.5759,0.4245,0.208,0.0516,0.0409,101.2,-10.1,185114,62
Wild Waves Light,Shakira,latin,2005,0.7633,0.7238,0.3598,0.1138,0.024,0.0261,144.9,-6.9,225610,39
Crystal Rush,David Guetta,electronic,1991,0.7998,0.9154,0.5834,0.0807,0.4992,0.125,113.1,-5.4,262192,48
Echo Free Rise,Tyler the Creator,hip-hop,1997,0.7559,0.5855,0.711,0.1373,0.0048,0.099,96.5,-6.6,252508,49
Dance Fall,Chris Brown,r&b,2002,0.5727,0.5436,0.3541,0.3136,0.0442,0.0889,104.3,-7.8,271432,42
Echo Gone Dreams,Ozuna,latin,2006,0.747,0.8679,0.7698,0.2168,0.0259,0.0327,144.8,-1.2,273565,69
Rise,Adele,pop,2013,0.5701,0.6888,0.401,0.1368,0.076,0.1433,91.8,-5.1,173723,43
Heart,The Weeknd,pop,1992,0.4967,0.8772,0.4312,0.3789,0.0002,0.0405,122.1,-5.1,151791,40
Gold Low,Rosalía,latin,2019,0.9221,0.6096,1.0,0.0,0.0,0.0003,105.4,-10.7,213730,79
Lost Low Free,Maluma,latin,2002,0.7593,0.7465,0.4725,0.1306,0.092,0.1319,104.4,-8.5,221200,55
Glow Dreams Fall,Yo-Yo Ma,classical,2008,0.1949,0.4461,0.4104,0.8556,0.8763,0.0128,99.3,-22.8,156368,40
Fall Rain Night,Kacey Musgraves,country,1996,0.6,0.5832,0.6225,0.216,0.0265,0.0294,122.7,-4.9,195272,53
Midnight Fever Night,Max Richter,classical,1998,0.2917,0.2155,0.2124,0.8858,0.851,0.0418,89.3,-14.8,190023,20
Gone Heart Shadow,Bad Bunny,latin,2008,0.7624,0.747,0.7436,0.3845,0.0,0.113,103.7,-2.1,208530,66
Free Rain Break,Green Day,rock,2011,0.3598,0.9905,0.5779,0.1153,0.0272,0.0412,117.4,-4.5,171762,42
Night Stars Electric,Justin Bieber,pop,2007,0.6449,0.5783,0.4658,0.4617,0.0332,0.1594,126.4,-10.8,193099,55
Fever Love,Kacey Musgraves,country,2012,0.3998,0.9176,0.441,0.2194,0.0259,0.0,166.3,-2.2,279299,36
Blue Gold,Summer Walker,r&b,1991,0.7709,0.6041,0.5048,0.3375,0.0011,0.0861,135.5,-5.5,144614,50
Home Shadow,Ed Sheeran,pop,2000,0.6592,0.5238,0.6402,0.2931,0.0535,0.0636,98.6,-8.0,209086,71
Waves High,Tyler the Creator,hip-hop,2020,0.7651,0.9583,0.6624,0.0832,0.0394,0.155,133.7,-6.2,241631,87
Neon Waves,Hilary Hahn,classical,2022,0.2805,0.3883,0.0525,0.9085,0.869,0.0197,128.6,-11.8,124067,43
Shine,Zedd,electronic,2003,0.7969,0.8319,0.4897,0.0276,0.0,0.0891,120.9,-3.8,195610,74
Free High Dreams,Kendrick Lamar,hip-hop,2005,0.8959,0.4747,0.6501,0.0609,0.0317,0.0382,81.3,-3.1,150322,80
Break Love,Calvin Harris,electronic,2000,0.5695,0.7954,0.46,0.1144,0.2014,0.0785,115.0,-2.2,215472,73
Low Electric Shadow,Foo Fighters,rock,2022,0.3982,0.5622,0.5491,0.2926,0.076,0.0933,104.3,-3.5,196919,77
Glow Found Echo,Post Malone,hip-hop,1996,0.7291,0.6167,0.6761,0.1772,0.0,0.2004,92.8,-3.1,158197,65
Glow Fever,Megan Thee Stallion,hip-hop,2020,0.8183,0.633,0.5765,0.0,0.0,0.2646,84.2,-8.5,170901,71
Echo Blue Sunset,Adele,pop,2003,0.484,0.5368,0.5812,0.3829,0.0,0.0592,127.6,-3.0,187790,66
Neon,Jason Aldean,country,2017,0.5511,0.5037,1.0,0.3039,0.0,0.0322,115.2,-3.6,218119,77
Gone,Megan Thee Stallion,hip-hop,2005,0.7404,0.725,0.5089,0.0,0.0133,0.1207,97.8,-4.9,206268,50
Dreams Sunset Night,Diana Krall,jazz,2008,0.4583,0.3351,0.3292,0.7702,0.5475,0.042,114.4,-11.1,242721,35
Stay,Gregory Porter,jazz,2006,0.5073,0.3668,0.285,0.6242,0.0,0.0279,86.4,-13.7,242927,18
Rain,The Killers,rock,2015,0.5645,1.0,0.2949,0.1207,0.112,0.0996,139.8,-5.3,178942,77
Free,Maluma,latin,1995,0.8338,0.8404,0.4152,0.1009,0.0454,0.0775,105.9,-5.9,186239,71
Rise Rain,Kygo,electronic,1998,0.7539,0.6845,0.0,0.0269,0.0007,0.0435,140.7,-3.3,207443,57
Silver,Mitski,indie,2006,0.6693,0.7296,0.4262,0.4629,0.0274,0.0257,119.9,-6.2,279830,66
Shine Fall,Radiohead,rock,2020,0.3334,0.8288,0.6969,0.2128,0.0313,0.0352,71.7,-8.9,242784,58
Neon Storm Night,Ozuna,latin,2001,0.6945,0.9974,0.8397,0.2602,0.0276,0.0818,126.9,-4.4,198453,69
Waves Blue Heart,Frank Ocean,r&b,2012,0.8089,0.4956,0.6663,0.4376,0.0245,0.1415,101.1,-5.4,137882,47
Fire Rain,Arctic Monkeys,rock,1994,0.4129,0.7601,0.2964,0.2393,0.12,0.0762,113.4,-3.7,189553,31
Stay,Ed Sheeran,pop,1992,0.6085,0.7738,0.7025,0.0627,0.0156,0.0,143.3,-6.1,178259,42
Waves,Ozuna,latin,2013,0.6627,0.7446,0.5713,0.2223,0.025,0.0445,123.4,-2.2,206345,54
Sunset Crystal Light,J Balvin,latin,2006,0.6632,0.6948,0.4143,0.1929,0.019,0.0788,124.3,-5.2,197329,51
Gone Shadow Echo,Travis Scott,hip-hop,2015,0.7053,0.5084,0.6293,0.0262,0.0,0.2052,138.1,-11.4,198590,52
Free Sunset,Frank Ocean,r&b,1993,0.7856,0.5498,0.3979,0.3397,0.0078,0.1329,71.8,-6.7,237243,47
Found Stars Electric,Megan Thee Stallion,hip-hop,2001,0.7392,0.7561,0.3882,0.0833,0.0087,0.1005,72.8,-2.0,120000,71
Heart,Daddy Yankee,latin,1990,0.8243,0.7468,0.5648,0.2078,0.0,0.0444,109.6,-7.2,189498,41
Electric Stay,Radiohead,rock,2010,0.5127,0.8332,0.1198,0.1506,0.0,0.052,145.2,-5.6,263011,48
Glow Storm,Bon Iver,indie,2008,0.6682,0.5829,0.3916,0.3431,0.1239,0.071,135.3,-10.3,203950,51
Glow Light,Pearl Jam,rock,2010,0.6512,0.6197,0.6689,0.2948,0.1592,0.0692,106.8,-5.6,227210,73
Night Heart,Tyler the Creator,hip-hop,2007,0.4272,0.7169,0.3443,0.0,0.0137,0.1292,99.8,-8.3,120000,39
Heart,Adele,pop,1992,0.3963,0.6868,0.4065,0.1847,0.0039,0.1335,135.9,-0.8,186699,28
Red,Olivia Rodrigo,pop,2021,0.6297,0.6052,0.3856,0.0474,0.0598,0.0701,116.9,-2.8,195765,64
Midnight Home,Calvin Harris,electronic,1999,0.7454,0.8252,0.4477,0.0383,0.0,0.1011,125.2,-3.8,238198,72
Love Fire Red,Muse,rock,2004,0.3772,0.7876,0.5951,0.1176,0.0,0.0528,136.4,-2.0,216202,47
Stars Night Heart,Norah Jones,jazz,1994,0.1581,0.2,0.2873,0.494,0.557,0.0439,179.3,-5.4,164606,32
Fall Found,Justin Bieber,pop,1993,0.7733,0.9417,0.3695,0.1547,0.0489,0.1372,123.8,-3.5,205349,51
Waves Rise,Tyler the Creator,hip-hop,2017,0.8243,0.5964,0.358,0.2446,0.0,0.1227,94.1,-11.5,246848,54
Echo Pulse Stay,Tyler the Creator,hip-hop,1993,0.7361,0.4825,0.5512,0.0357,0.0229,0.2574,86.0,-9.1,244231,36
Storm Lost,Dua Lipa,pop,2004,0.5553,0.7224,0.8087,0.1534,0.03,0.1708,124.7,-9.2,238490,80
Shine Shadow,Taylor Swift,pop,2006,0.6156,0.9098,0.5681,0.3932,0.0064,0.0862,137.0,-2.7,206210,42
Gone,Drake,hip-hop,1992,0.858,0.8421,0.661,0.1366,0.0,0.1079,100.4,-0.7,255094,67
Rain Stars Night,Avicii,electronic,1999,0.7779,0.8123,0.4196,0.0416,0.1821,0.0573,124.5,-5.7,201263,65
Fever Low,Tyler the Creator,hip-hop,2012,0.6843,0.6412,0.3723,0.1907,0.0,0.0679,100.4,-4.8,206530,56
Shadow,Skrillex,electronic,2007,0.671,0.7435,0.8475,0.0318,0.6512,0.0503,122.5,-4.1,278840,70
Rise Storm,Summer Walker,r&b,1990,0.6423,0.5872,0.5319,0.2197,0.0503,0.1595,96.5,-8.2,193248,39
Shine Rush,Olivia Rodrigo,pop,2024,0.7603,0.9386,0.9486,0.2189,0.0,0.029,114.1,-5.6,242073,90
Light Shadow Pulse,Deadmau5,electronic,2020,0.6776,0.7136,0.6399,0.1375,0.1997,0.0957,134.1,-5.9,237796,76
Blue Neon,Murray Perahia,classical,1990,0.3111,0.2856,0.1702,0.7393,0.7314,0.0367,130.4,-19.2,207939,14
Away,Tiësto,electronic,1992,0.6832,0.7391,0.747,0.0983,0.5731,0.0118,127.9,-8.8,262127,83
High Dreams Rain,Rosalía,latin,1992,0.7992,0.3926,0.419,0.1478,0.0496,0.0747,119.1,-2.3,174146,35
Gold Away,Kendrick Lamar,hip-hop,2008,0.9251,0.678,0.2976,0.0,0.0075,0.2584,117.3,-6.1,125604,45
Rush Dreams,Miranda Lambert,country,2018,0.6015,0.4863,0.6404,0.2743,0.004,0.0335,120.0,-7.3,228059,64
Gone Sunset Electric,Morgan Wallen,country,2014,0.5137,0.7233,0.3878,0.6732,0.0065,0.0,105.0,-5.8,186027,69
Break Fall High,Deadmau5,electronic,2022,0.7496,0.7965,0.236,0.0215,0.7162,0.0528,128.7,-6.3,326023,54
High,André Rieu,classical,2018,0.2235,0.2868,0.1275,0.8438,0.9496,0.0626,84.8,-14.0,294857,36
Shadow Silver Found,Justin Bieber,pop,2015,0.8637,0.7105,0.4284,0.3087,0.0242,0.0492,140.5,-6.4,264538,92
Found Silver Gold,Ed Sheeran,pop,1993,0.6373,0.8437,0.372,0.4821,0.0,0.1262,111.0,-9.6,143659,45
Night Echo Shadow,Luke Bryan,country,2003,0.5507,0.8192,0.5477,0.3317,0.0107,0.0576,111.0,-5.5,232644,60
Found,Chris Stapleton,country,2016,0.6069,0.4304,0.225,0.6734,0.019,0.0805,150.1,-6.2,238894,68
Rain,Billie Eilish,pop,2022,0.7032,0.9055,0.6808,0.1669,0.0414,0.1055,116.1,-3.6,244895,94
Break Fever,Imagine Dragons,rock,2011,0.5381,0.6739,0.6925,0.1052,0.0,0.0152,107.6,-2.0,299489,81
Wild,Taylor Swift,pop,1992,0.586,0.7005,0.491,0.3021,0.0361,0.0638,95.1,-1.8,210191,14
Free Low,Radiohead,rock,2012,0.5871,0.6746,0.5775,0.1302,0.0728,0.0338,147.7,-4.7,252310,54
Crystal Wild Glow,Miranda Lambert,country,2010,0.7082,0.3674,0.7853,0.1516,0.0014,0.0393,111.9,-7.9,246438,71
Away Found Crystal,Martin Garrix,electronic,2012,0.6274,0.7902,0.6375,0.1045,0.2344,0.0809,117.6,-5.3,202822,36
Fall Crystal,Post Malone,hip-hop,1993,0.7777,0.9675,0.6312,0.0,0.0131,0.1513,95.3,-8.1,218571,73
Shine,Tyler the Creator,hip-hop,2010,0.9391,0.6833,0.4133,0.0984,0.0077,0.1075,103.3,-5.2,202836,68
Storm,Ed Sheeran,pop,2020,0.6395,0.7358,0.3613,0.1453,0.0609,0.1402,99.7,-5.1,137523,78
Electric,Imagine Dragons,rock,2010,0.6343,0.6845,0.7763,0.0539,0.0609,0.0247,155.4,-3.7,265419,31
Shine,Usher,r&b,2015,0.5747,0.6166,0.3955,0.372,0.0269,0.0119,105.8,-8.6,220082,51
Rush Rise,André Rieu,classical,2024,0.4602,0.2105,0.2544,0.8775,0.8416,0.0162,148.8,-12.4,261856,47
Wild Rain,Miles Davis,jazz,2013,0.363,0.4202,0.6824,0.5944,0.2151,0.0836,122.2,-16.5,180418,53
Love,Olivia Rodrigo,pop,2000,0.4218,0.8069,0.5258,0.1683,0.0117,0.1136,111.4,-8.7,262063,34
Fire,Mitski,indie,2018,0.4069,0.6961,0.4706,0.403,0.0,0.0171,114.3,-9.0,279782,60
Waves,Luke Combs,country,1992,0.5036,0.738,0.734,0.3743,0.0,0.0751,113.9,-10.3,173248,37
Storm,Zach Bryan,country,1990,0.6226,0.5404,0.8874,0.2354,0.0087,0.0438,90.2,-8.2,251143,50
Sunset,Kygo,electronic,2008,0.7832,0.8144,0.1954,0.0735,0.1992,0.0912,144.0,-6.3,174398,65
Fire,Travis Scott,hip-hop,2011,0.7163,0.7547,0.7311,0.1135,0.0,0.2392,87.3,-6.1,205631,61
Night Low Gone,Post Malone,hip-hop,2003,0.8104,0.4832,0.8015,0.1181,0.0153,0.1404,77.2,-6.5,241830,64
Shine Free Shadow,The Weeknd,pop,2003,0.6742,0.707,0.69,0.1331,0.0078,0.1149,126.9,-3.0,151776,53
Rise Waves Shine,Muse,rock,2005,0.3433,0.8778,0.1442,0.2568,0.0093,0.015,152.9,-7.5,145319,68
Found Light,Imagine Dragons,rock,2022,0.6176,0.755,0.8728,0.0,0.0381,0.0477,146.4,-5.1,242006,62
Storm,Martin Garrix,electronic,2002,0.6068,0.7633,0.0,0.0887,0.2852,0.136,120.3,-7.8,165485,52
Waves Home Gold,Rauw Alejandro,latin,2001,0.839,0.7524,0.8372,0.2295,0.0632,0.1091,73.4,-2.9,198524,66
Free,Avicii,electronic,2022,0.4879,0.9802,0.3651,0.0981,0.5038,0.1112,160.5,-5.1,281052,58
Light Dance Stay,Harry Styles,pop,2022,0.5916,0.7456,0.4743,0.4335,0.0423,0.0966,131.4,-6.0,230014,56
Dance Fire Neon,Murray Perahia,classical,2018,0.4657,0.1899,0.4424,0.9898,0.6668,0.0206,86.3,-10.0,253031,27
Home Electric,Tame Impala,indie,1994,0.5335,0.7929,0.3941,0.1685,0.0,0.0723,122.5,-10.5,196978,68
Sunset,Kane Brown,country,1995,0.6375,0.4335,0.1262,0.3635,0.0,0.0102,110.7,-4.2,161168,38
Lost,Yo-Yo Ma,classical,2020,0.1875,0.1416,0.1938,0.8638,0.7663,0.0114,128.9,-10.9,120000,30
Dance Electric Low,Avicii,electronic,2005,0.7835,0.9991,0.3262,0.1376,0.0,0.1308,103.1,-2.9,146642,84
Heart,Joshua Bell,classical,2020,0.2416,0.2214,0.4108,0.9604,0.4993,0.056,61.9,-17.1,161455,25
Rise Stay Home,Billie Eilish,pop,2014,0.7994,0.8755,0.4658,0.0,0.0425,0.0303,111.6,-8.0,295567,70
Storm Wild Pulse,Cardi B,hip-hop,2022,0.7211,0.7284,0.6709,0.0577,0.0071,0.1714,156.9,-8.9,176095,75
Electric Midnight,Foo Fighters,rock,2002,0.8643,0.764,0.4748,0.0016,0.0412,0.0353,114.9,-6.6,178884,78
Crystal Light Red,Muse,rock,1999,0.4304,1.0,0.2454,0.1731,0.0,0.0378,134.4,-6.8,219483,52
Rise Low Home,Olivia Rodrigo,pop,2013,0.7107,0.7514,0.3742,0.5429,0.0149,0.0829,85.3,-4.6,126684,59
Silver Neon,Chris Brown,r&b,1999,0.8928,0.6042,1.0,0.4465,0.0167,0.0907,118.0,-7.1,133108,59
Storm,Carrie Underwood,country,2020,0.5814,0.7516,0.8677,0.4902,0.0195,0.0263,116.3,-6.7,227609,65
Free Gold Glow,Usher,r&b,2002,0.7342,0.5907,0.473,0.2335,0.0357,0.0805,107.8,-5.3,225204,54
Fever Love Gone,Ed Sheeran,pop,1992,0.5873,0.7714,0.7307,0.2725,0.0151,0.1248,122.3,-5.0,164983,37
Midnight Home,Carrie Underwood,country,2023,0.5794,0.7437,0.7307,0.4787,0.0,0.0102,102.7,-4.5,258488,60
Fall Shine,Jhené Aiko,r&b,2017,0.5312,0.4389,0.4756,0.6948,0.0045,0.1184,107.9,-11.2,210363,47
Love,Travis Scott,hip-hop,2008,0.804,0.4503,0.5641,0.0077,0.0162,0.0882,106.7,-5.0,221482,56
Lost,Karol G,latin,2012,0.7841,0.6194,0.8016,0.0932,0.0038,0.1018,143.6,-6.6,228881,65
Rain Glow,Muse,rock,2021,0.5077,0.9142,0.4379,0.0551,0.0069,0.0724,105.7,-3.4,217571,89
Home Rain Glow,J. Cole,hip-hop,2002,0.4937,0.4936,1.0,0.1201,0.0397,0.0763,74.9,-5.7,179615,55
Love Shadow Fall,The Strokes,indie,2022,0.2133,0.9975,0.6245,0.4892,0.2502,0.0656,110.9,-11.5,261990,48
Crystal Sunset,The Killers,rock,2023,0.3845,0.7374,0.1239,0.0409,0.0,0.0991,153.9,-3.4,235785,33
Pulse Rush Storm,David Guetta,electronic,2022,0.7078,0.702,0.2677,0.0394,0.6272,0.0328,123.8,-1.5,232668,58
Waves Neon Home,Bon Iver,indie,1994,0.5812,0.2798,0.0949,0.4408,0.2046,0.0017,92.6,-9.3,281042,25
Neon Sunset Gone,Maluma,latin,1992,0.6855,0.6624,1.0,0.103,0.0606,0.0708,97.2,-8.8,207587,60
Lost Glow,The Weeknd,pop,1996,0.4668,0.6391,0.6402,0.349,0.0477,0.1333,122.8,-7.1,204917,60
Free,Harry Styles,pop,2013,0.7143,0.6665,0.5692,0.0057,0.039,0.088,126.3,-6.6,154348,64
Away,Justin Bieber,pop,2011,0.7943,0.7882,0.8013,0.4863,0.0319,0.1009,89.2,-6.2,173474,44
Gone Crystal,H.E.R.,r&b,2012,0.5988,0.387,0.696,0.416,0.0,0.1168,141.6,-5.1,240554,73
Sunset Dance Dreams,Kendrick Lamar,hip-hop,2019,0.7615,0.4557,0.5491,0.1016,0.0,0.2487,109.1,-4.1,206733,73
Low Electric,Ed Sheeran,pop,2007,0.8291,0.7745,0.4726,0.1396,0.0,0.0434,111.8,-2.9,232330,73
Red Stars Waves,Max Richter,classical,2021,0.3901,0.3455,0.3896,0.7002,0.9126,0.0234,128.6,-18.4,154696,37
Midnight,Kygo,electronic,1996,0.5727,0.981,0.4315,0.1128,0.3058,0.1352,155.4,-7.7,157417,51
Gold,Pearl Jam,rock,2022,0.4609,0.7088,0.744,0.2894,0.0874,0.0189,149.0,-7.1,196242,63
Stars,Deadmau5,electronic,1994,0.8016,0.7663,0.8459,0.0,0.9298,0.0517,131.0,-3.8,315745,55
Free Gone,Ozuna,latin,2017,0.9009,0.6265,0.712,0.2857,0.0319,0.0655,123.8,-6.1,137102,83
Fire,Billie Eilish,pop,1997,0.6791,0.7314,0.7751,0.346,0.0,0.0161,100.1,-7.5,189253,56
Rain Rise Fire,Pearl Jam,rock,2004,0.6233,0.562,0.223,0.2383,0.1293,0.0549,115.0,-4.0,267089,41
Pulse Waves,Chris Stapleton,country,1993,0.4368,0.3821,0.5695,0.3016,0.0197,0.0,116.7,-12.0,192806,36
Echo Found Storm,Kygo,electronic,2023,0.7085,0.856,0.4544,0.0468,0.3795,0.0093,126.6,-4.0,187582,81
Rain Glow Shine,Zedd,electronic,1994,0.8811,0.834,0.3205,0.0573,0.0,0.0068,128.4,-5.0,197270,67
Shadow,Post Malone,hip-hop,2022,0.6629,0.6126,0.2555,0.046,0.0134,0.2259,87.2,-6.6,283040,59
Echo,Ed Sheeran,pop,1994,0.6562,0.5857,0.4962,0.1647,0.0,0.0132,134.5,-4.7,232383,62
Found,Billie Eilish,pop,2023,0.6177,0.7185,0.5995,0.0607,0.0225,0.0661,102.7,-7.2,188631,88
Waves Wild,Tyler the Creator,hip-hop,2015,0.6414,0.599,0.1745,0.1222,0.0,0.1792,91.9,-5.8,131088,30
Pulse,Imagine Dragons,rock,1990,0.6149,1.0,0.5064,0.0,0.0517,0.0437,174.3,-6.1,176819,63
Rain Waves Gone,Ed Sheeran,pop,1993,0.8094,0.7884,0.745,0.2291,0.0,0.1139,86.1,-2.6,171544,45
Waves Rush,Chet Baker,jazz,2015,0.549,0.6937,0.6881,1.0,0.0362,0.0791,73.1,-8.1,215304,49
Found Shine,Max Richter,classical,2022,0.1261,0.1513,0.2397,0.9434,0.9587,0.0193,103.5,-12.7,217626,31
Rise Echo,Morgan Wallen,country,2022,0.5587,0.6432,0.6433,0.6228,0.0365,0.0263,131.2,-7.2,211446,56
Night,Gregory Porter,jazz,1997,0.7245,0.5643,0.5249,0.6174,0.4639,0.0866,143.3,-8.3,204570,53
Fire Blue Low,Pearl Jam,rock,2009,0.5018,1.0,0.4651,0.1439,0.0033,0.084,146.1,-1.8,268836,60
Dance Storm,Yo-Yo Ma,classical,2005,0.1778,0.5777,0.3943,0.881,0.8593,0.0428,98.5,-24.8,248177,52
Fall Dance Heart,Arctic Monkeys,rock,2010,0.7205,0.8064,0.5143,0.0,0.0384,0.0797,130.5,-5.2,212377,85
Wild Blue,Max Richter,classical,2015,0.3319,0.2931,0.0,0.7935,0.803,0.0329,142.9,-18.5,234260,48
Echo Heart,Yuja Wang,classical,2012,0.3546,0.4181,0.298,0.9929,0.9227,0.0309,92.5,-20.7,277613,27
Rain Home Night,J Balvin,latin,2007,0.6929,0.7757,0.5633,0.0315,0.0154,0.1152,90.5,-7.4,233135,65
Free Midnight Stars,Hilary Hahn,classical,2020,0.2435,0.2065,0.031,0.9446,0.7728,0.0329,98.0,-27.7,234628,49
Shine Rain,Alicia Keys,r&b,2001,0.5386,0.7819,0.3135,0.2279,0.0473,0.0919,121.3,-9.6,189589,32
Storm Free Blue,Muse,rock,1990,0.7014,0.7782,0.333,0.0423,0.0291,0.0211,138.8,-4.1,291044,54
Low Sunset Red,Megan Thee Stallion,hip-hop,1998,0.7694,0.7536,0.5389,0.0939,0.0076,0.0254,136.8,-4.3,195615,49
Glow,Khalid,r&b,1992,0.6558,0.7796,0.1934,0.5303,0.0,0.0199,143.3,-3.5,120000,58
Wild Rise Neon,Ariana Grande,pop,2015,0.5551,0.7854,0.4869,0.2967,0.0,0.1139,101.9,-9.9,173976,56
Waves Storm Free,Khalid,r&b,1998,0.6763,0.4106,0.491,0.4797,0.0,0.0428,140.1,-8.3,248184,39
Sunset,Itzhak Perlman,classical,2005,0.3572,0.3039,0.2374,0.9815,0.9507,0.0,108.9,-20.0,210747,29
Heart,The Killers,rock,2013,0.8077,0.8838,0.1783,0.0,0.0,0.0,134.1,-8.9,289446,76
